strategy_id,category,total_return,cagr,max_drawdown,sharpe,win_rate,alpha_rate,quarters,filter,rank,top
"rand_794","15.random",4970.99,33.04,25.46,1.309,70.9,60.0,55,"pl_ratio > 0 AND pl_ratio < 20 AND ev_ebit > 0 AND ev_ebit < 2 AND liquidez_corrente > 1 AND avg_daily_liquidity > 1e6","roe DESC",5
"rand_795","15.random",2300.50,26.00,27.07,1.256,72.7,72.7,55,"ev_ebit > 0 AND ev_ebit < 3 AND margem_ebit > 0.15 AND avg_daily_liquidity > 1e7","margem_ebit DESC",30
"rand_796","15.random",2504.38,26.75,25.64,1.337,70.9,65.5,55,"pl_ratio > 0 AND pl_ratio < 5 AND ev_ebit > 0 AND ev_ebit < 2 AND margem_ebit > 0.1 AND avg_daily_liquidity > 2e6","margem_ebit DESC",10
"rand_797","15.random",976.77,18.86,31.39,0.880,69.1,54.5,55,"pvp_ratio > 0 AND pvp_ratio < 0.5 AND margem_liquida > 0.05 AND liquidez_corrente > 1 AND avg_daily_liquidity > 2e6","pl_ratio ASC",5
"rand_798","15.random",3240.99,29.07,26.45,1.477,76.4,69.1,55,"pl_ratio > 0 AND pl_ratio < 2 AND ev_ebit > 0 AND ev_ebit < 15 AND divida_liquida_ebit < 2 AND market_cap >= 1000000000 AND avg_daily_liquidity > 1e6","margem_liquida DESC",12
"rand_799","15.random",1301.15,21.16,40.35,0.973,63.6,67.3,55,"pl_ratio > 0 AND pl_ratio < 5 AND ev_ebit > 0 AND ev_ebit < 12 AND pvp_ratio > 0 AND pvp_ratio < 2 AND roe > 0.05 AND margem_ebit > 0.15 AND avg_daily_liquidity > 5e6","margem_ebit DESC",20
"rand_800","15.random",1494.67,22.31,39.76,0.977,65.5,63.6,55,"pl_ratio > 0 AND pl_ratio < 6 AND ev_ebit > 0 AND ev_ebit < 20 AND pvp_ratio > 0 AND pvp_ratio < 1 AND avg_daily_liquidity > 1e6","pl_ratio ASC",8
"rand_801","15.random",1511.60,22.40,28.49,1.166,72.7,65.5,55,"pl_ratio > 0 AND pl_ratio < 5 AND divida_liquida_ebit < 2 AND liquidez_corrente > 1.5 AND market_cap < 50000000000 AND avg_daily_liquidity > 1e7","pl_ratio ASC",25
"rand_802","15.random",2900.08,28.06,34.46,1.076,67.3,60.0,55,"ev_ebit > 0 AND ev_ebit < 15 AND pvp_ratio > 0 AND pvp_ratio < 2 AND avg_daily_liquidity > 1e6","pl_ratio ASC",10
"rand_803","15.random",1531.82,22.51,28.43,1.137,70.9,72.7,55,"ev_ebit > 0 AND ev_ebit < 6 AND roe > 0.2 AND margem_liquida > 0.2 AND liquidez_corrente > 1 AND avg_daily_liquidity > 1e6","margem_liquida DESC",30
"rand_804","15.random",1850.72,24.11,43.56,1.028,72.7,58.2,55,"pl_ratio > 0 AND pl_ratio < 15 AND ev_ebit > 0 AND ev_ebit < 20 AND pvp_ratio > 0 AND pvp_ratio < 2 AND price_to_sales > 0 AND price_to_sales < 0.75 AND margem_bruta > 0.3 AND avg_daily_liquidity > 5e6","margem_ebit DESC",5
"rand_805","15.random",2273.57,25.90,28.03,1.273,72.7,72.7,55,"pl_ratio > 0 AND pl_ratio < 12 AND ev_ebit > 0 AND ev_ebit < 4 AND pvp_ratio > 0 AND pvp_ratio < 0.75 AND margem_liquida > 0.05 AND avg_daily_liquidity > 1e6","pvp_ratio ASC",30
"rand_806","15.random",4795.86,32.70,28.94,1.362,70.9,65.5,55,"pl_ratio > 0 AND pl_ratio < 10 AND ev_ebit > 0 AND ev_ebit < 2 AND pvp_ratio > 0 AND pvp_ratio < 1.5 AND price_to_sales > 0 AND price_to_sales < 2 AND roe > 0.25 AND margem_bruta > 0.4 AND avg_daily_liquidity > 2e6","ev_ebit ASC",5
"rand_807","15.random",1841.35,24.07,32.84,1.097,72.7,65.5,55,"pl_ratio > 0 AND pl_ratio < 15 AND ev_ebit > 0 AND ev_ebit < 5 AND pvp_ratio > 0 AND pvp_ratio < 0.5 AND roe > 0.15 AND avg_daily_liquidity > 5e6","pvp_ratio ASC",8
"rand_808","15.random",2714.63,27.47,27.45,1.245,72.7,67.3,55,"pl_ratio > 0 AND pl_ratio < 5 AND ev_ebit > 0 AND ev_ebit < 12 AND margem_liquida > 0.05 AND liquidez_corrente > 1 AND avg_daily_liquidity > 5e6","pl_ratio ASC",25
"rand_809","15.random",935.03,18.52,35.39,0.906,72.7,58.2,55,"pl_ratio > 0 AND pl_ratio < 12 AND ev_ebit > 0 AND ev_ebit < 15 AND avg_daily_liquidity > 1e7","margem_liquida DESC",12
"rand_810","15.random",2072.87,25.09,32.54,1.185,78.2,70.9,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 5 AND pvp_ratio > 0 AND pvp_ratio < 0.75 AND margem_liquida > 0.15 AND margem_bruta > 0.4 AND market_cap >= 1000000000 AND avg_daily_liquidity > 1e7","roe DESC",5
"rand_811","15.random",236.12,9.22,46.94,0.488,63.6,45.5,55,"pl_ratio > 0 AND pl_ratio < 10 AND price_to_sales > 0 AND price_to_sales < 0.75 AND market_cap >= 5000000000 AND market_cap < 100000000000 AND avg_daily_liquidity > 1e7","roe DESC",5
"rand_812","15.random",2049.66,24.99,36.31,1.084,70.9,61.8,55,"pl_ratio > 0 AND pl_ratio < 2 AND ev_ebit > 0 AND ev_ebit < 20 AND pvp_ratio > 0 AND pvp_ratio < 0.5 AND margem_liquida > 0.2 AND avg_daily_liquidity > 5e6","roe DESC",5
"rand_813","15.random",5249.86,33.56,25.46,1.255,72.7,60.0,55,"ev_ebit > 0 AND ev_ebit < 2 AND margem_liquida > 0.2 AND avg_daily_liquidity > 2e6","roe DESC",5
"rand_814","15.random",3215.61,28.99,23.29,1.465,78.2,65.5,55,"ev_ebit > 0 AND ev_ebit < 2 AND pvp_ratio > 0 AND pvp_ratio < 2 AND roe > 0.1 AND margem_bruta > 0.4 AND avg_daily_liquidity > 2e6","price_to_sales ASC",20
"rand_815","15.random",2444.02,26.53,32.20,1.185,72.7,69.1,55,"pl_ratio > 0 AND pl_ratio < 12 AND ev_ebit > 0 AND ev_ebit < 5 AND pvp_ratio > 0 AND pvp_ratio < 0.75 AND divida_liquida_ebit < 3 AND avg_daily_liquidity > 2e6","pvp_ratio ASC",8
"rand_816","15.random",850.93,17.79,39.85,0.831,70.9,61.8,55,"pl_ratio > 0 AND pl_ratio < 8 AND liquidez_corrente > 1.5 AND avg_daily_liquidity > 2e6","roe DESC",12
"rand_817","15.random",877.96,18.04,34.47,0.914,69.1,60.0,55,"pl_ratio > 0 AND pl_ratio < 20 AND roe > 0.05 AND margem_liquida > 0.05 AND margem_ebit > 0.15 AND divida_liquida_ebit < 5 AND avg_daily_liquidity > 5e6","pl_ratio ASC",30
"rand_818","15.random",1458.41,22.10,39.38,0.930,67.3,58.2,55,"pl_ratio > 0 AND pl_ratio < 20 AND avg_daily_liquidity > 1e7","pvp_ratio ASC",10
"rand_819","15.random",1883.39,24.26,36.82,1.098,72.7,72.7,55,"pl_ratio > 0 AND pl_ratio < 6 AND ev_ebit > 0 AND ev_ebit < 5 AND pvp_ratio > 0 AND pvp_ratio < 1.5 AND margem_bruta > 0.3 AND avg_daily_liquidity > 5e6","roe DESC",10
"rand_820","15.random",1814.01,23.94,38.32,0.971,65.5,65.5,55,"ev_ebit > 0 AND ev_ebit < 15 AND roe > 0.05 AND margem_liquida > 0.2 AND margem_ebit > 0.2 AND avg_daily_liquidity > 1e6","pvp_ratio ASC",5
"rand_821","15.random",1155.24,20.20,40.15,0.855,63.6,67.3,55,"pl_ratio > 0 AND pl_ratio < 12 AND margem_bruta > 0.3 AND market_cap < 1000000000000 AND avg_daily_liquidity > 2e6","pvp_ratio ASC",25
"rand_822","15.random",894.10,18.18,36.04,0.859,67.3,69.1,55,"pl_ratio > 0 AND pl_ratio < 8 AND margem_liquida > 0.1 AND liquidez_corrente > 1.5 AND avg_daily_liquidity > 1e7","margem_ebit DESC",15
"rand_823","15.random",1719.86,23.49,40.97,1.050,72.7,65.5,55,"pl_ratio > 0 AND pl_ratio < 10 AND ev_ebit > 0 AND ev_ebit < 10 AND avg_daily_liquidity > 1e6","roe DESC",10
"rand_824","15.random",1589.75,22.82,24.58,1.032,67.3,56.4,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 3 AND divida_liquida_ebit < 3 AND market_cap >= 10000000000 AND avg_daily_liquidity > 2e6","ev_ebit ASC",5
"rand_825","15.random",409.55,12.57,39.08,0.620,61.8,56.4,55,"margem_ebit > 0.1 AND divida_liquida_ebit < 1 AND avg_daily_liquidity > 2e6","margem_ebit DESC",8
"rand_826","15.random",1991.99,24.75,35.01,1.144,78.2,67.3,55,"pl_ratio > 0 AND pl_ratio < 20 AND divida_liquida_ebit < 5 AND avg_daily_liquidity > 2e6","pvp_ratio ASC",10
"rand_827","15.random",1708.29,23.43,29.34,1.155,72.7,65.5,55,"ev_ebit > 0 AND ev_ebit < 5 AND avg_daily_liquidity > 5e6","margem_ebit DESC",25
"rand_828","15.random",689.23,16.21,33.11,0.837,72.7,65.5,55,"pl_ratio > 0 AND pl_ratio < 12 AND roe > 0.25 AND margem_ebit > 0.1 AND divida_liquida_ebit < 3 AND avg_daily_liquidity > 1e6","margem_liquida DESC",20
"rand_829","15.random",668.24,15.98,35.84,0.764,69.1,63.6,55,"divida_liquida_ebit < 3 AND avg_daily_liquidity > 5e6","ev_ebit ASC",12
"rand_830","15.random",1417.02,21.86,39.98,0.972,67.3,67.3,55,"pl_ratio > 0 AND pl_ratio < 15 AND pvp_ratio > 0 AND pvp_ratio < 0.75 AND avg_daily_liquidity > 5e6","roe DESC",30
"rand_831","15.random",3361.67,29.40,25.47,1.373,76.4,67.3,55,"pl_ratio > 0 AND pl_ratio < 2 AND ev_ebit > 0 AND ev_ebit < 4 AND pvp_ratio > 0 AND pvp_ratio < 2 AND price_to_sales > 0 AND price_to_sales < 2 AND margem_bruta > 0.2 AND market_cap >= 500000000 AND avg_daily_liquidity > 1e7","margem_ebit DESC",8
"rand_832","15.random",1833.76,24.03,27.93,1.157,72.7,69.1,55,"pl_ratio > 0 AND pl_ratio < 6 AND price_to_sales > 0 AND price_to_sales < 2 AND margem_liquida > 0.2 AND divida_liquida_ebit < 10 AND liquidez_corrente > 1 AND market_cap >= 1000000000 AND avg_daily_liquidity > 5e6","margem_ebit DESC",30
"rand_833","15.random",3106.69,28.68,25.06,1.371,74.5,70.9,55,"pl_ratio > 0 AND pl_ratio < 2 AND ev_ebit > 0 AND ev_ebit < 4 AND price_to_sales > 0 AND price_to_sales < 0.75 AND margem_liquida > 0.05 AND market_cap < 50000000000 AND avg_daily_liquidity > 1e6","pl_ratio ASC",12
"rand_834","15.random",1228.03,20.69,40.70,0.962,70.9,60.0,55,"ev_ebit > 0 AND ev_ebit < 12 AND price_to_sales > 0 AND price_to_sales < 1.5 AND avg_daily_liquidity > 1e6","margem_liquida DESC",10
"rand_835","15.random",1515.79,22.42,37.15,0.967,67.3,65.5,55,"ev_ebit > 0 AND ev_ebit < 12 AND pvp_ratio > 0 AND pvp_ratio < 1.5 AND roe > 0.05 AND avg_daily_liquidity > 2e6","pvp_ratio ASC",20
"rand_836","15.random",1720.65,23.49,38.47,1.019,67.3,61.8,55,"pvp_ratio > 0 AND pvp_ratio < 1 AND roe > 0.1 AND avg_daily_liquidity > 5e6","pl_ratio ASC",12
"rand_837","15.random",1747.97,23.63,30.03,1.224,80.0,63.6,55,"pl_ratio > 0 AND pl_ratio < 3 AND ev_ebit > 0 AND ev_ebit < 5 AND margem_liquida > 0.15 AND margem_bruta > 0.4 AND margem_ebit > 0.2 AND market_cap >= 10000000000 AND avg_daily_liquidity > 1e6","margem_ebit DESC",10
"rand_838","15.random",5973.97,34.80,21.35,1.733,81.8,72.7,55,"ev_ebit > 0 AND ev_ebit < 4 AND price_to_sales > 0 AND price_to_sales < 0.5 AND roe > 0.15 AND margem_liquida > 0.2 AND market_cap < 10000000000 AND avg_daily_liquidity > 5e6","ev_ebit ASC",12
"rand_839","15.random",853.39,17.82,43.53,0.819,70.9,60.0,55,"pl_ratio > 0 AND pl_ratio < 12 AND ev_ebit > 0 AND ev_ebit < 15 AND liquidez_corrente > 1.5 AND avg_daily_liquidity > 1e7","price_to_sales ASC",20
"rand_840","15.random",1700.56,23.39,36.29,1.007,65.5,70.9,55,"pl_ratio > 0 AND pl_ratio < 12 AND ev_ebit > 0 AND ev_ebit < 10 AND pvp_ratio > 0 AND pvp_ratio < 0.75 AND margem_liquida > 0.15 AND market_cap < 1000000000000 AND avg_daily_liquidity > 2e6","margem_ebit DESC",8
"rand_841","15.random",2095.97,25.19,37.13,1.138,69.1,67.3,55,"pl_ratio > 0 AND pl_ratio < 15 AND ev_ebit > 0 AND ev_ebit < 5 AND price_to_sales > 0 AND price_to_sales < 0.5 AND roe > 0.15 AND market_cap < 1000000000000 AND avg_daily_liquidity > 1e6","margem_ebit DESC",12
"rand_842","15.random",2823.65,27.82,29.21,1.297,72.7,69.1,55,"pl_ratio > 0 AND pl_ratio < 3 AND ev_ebit > 0 AND ev_ebit < 10 AND margem_liquida > 0.2 AND avg_daily_liquidity > 1e6","roe DESC",25
"rand_843","15.random",966.45,18.78,42.97,0.928,67.3,63.6,55,"pl_ratio > 0 AND pl_ratio < 12 AND pvp_ratio > 0 AND pvp_ratio < 1 AND roe > 0.25 AND margem_liquida > 0.1 AND market_cap >= 10000000000 AND avg_daily_liquidity > 1e6","price_to_sales ASC",20
"rand_844","15.random",1081.29,19.67,38.75,0.752,63.6,58.2,55,"liquidez_corrente > 1 AND avg_daily_liquidity > 1e6","price_to_sales ASC",8
"rand_845","15.random",829.94,17.60,35.41,0.845,72.7,60.0,55,"ev_ebit > 0 AND ev_ebit < 20 AND pvp_ratio > 0 AND pvp_ratio < 2 AND margem_ebit > 0.2 AND market_cap < 100000000000 AND avg_daily_liquidity > 5e6","roe DESC",12
"rand_846","15.random",3275.64,29.16,30.90,1.392,72.7,72.7,55,"pl_ratio > 0 AND pl_ratio < 2 AND pvp_ratio > 0 AND pvp_ratio < 1 AND roe > 0.1 AND divida_liquida_ebit < 5 AND avg_daily_liquidity > 1e7","pl_ratio ASC",20
"rand_847","15.random",1140.07,20.09,37.65,0.906,67.3,60.0,55,"ev_ebit > 0 AND ev_ebit < 8 AND margem_bruta > 0.3 AND avg_daily_liquidity > 5e6","roe DESC",15
"rand_848","15.random",1165.83,20.27,39.57,0.955,72.7,65.5,55,"pl_ratio > 0 AND pl_ratio < 6 AND margem_ebit > 0.1 AND divida_liquida_ebit < 3 AND liquidez_corrente > 1 AND market_cap >= 1000000000 AND avg_daily_liquidity > 1e6","price_to_sales ASC",10
"rand_849","15.random",482.48,13.67,39.24,0.708,67.3,63.6,55,"margem_liquida > 0.15 AND avg_daily_liquidity > 1e7","roe DESC",20
"rand_850","15.random",1171.78,20.31,30.00,1.008,69.1,69.1,55,"ev_ebit > 0 AND ev_ebit < 6 AND margem_liquida > 0.05 AND divida_liquida_ebit < 1 AND avg_daily_liquidity > 1e6","price_to_sales ASC",20
"rand_851","15.random",1580.60,22.78,37.55,0.854,63.6,60.0,55,"price_to_sales > 0 AND price_to_sales < 0.5 AND margem_bruta > 0.2 AND avg_daily_liquidity > 5e6","ev_ebit ASC",10
"rand_852","15.random",2550.96,26.91,42.62,1.138,74.5,60.0,55,"pl_ratio > 0 AND pl_ratio < 10 AND margem_liquida > 0.15 AND avg_daily_liquidity > 1e6","price_to_sales ASC",10
"rand_853","15.random",2282.20,25.93,34.91,1.081,70.9,65.5,55,"pl_ratio > 0 AND pl_ratio < 2 AND roe > 0.15 AND margem_bruta > 0.2 AND avg_daily_liquidity > 1e6","pvp_ratio ASC",10
"rand_854","15.random",1403.06,21.78,31.79,1.022,63.6,65.5,55,"pl_ratio > 0 AND pl_ratio < 8 AND pvp_ratio > 0 AND pvp_ratio < 0.75 AND roe > 0.25 AND margem_liquida > 0.1 AND margem_bruta > 0.3 AND avg_daily_liquidity > 5e6","margem_ebit DESC",10
"rand_855","15.random",2485.77,26.68,32.20,1.283,76.4,69.1,55,"pl_ratio > 0 AND pl_ratio < 4 AND ev_ebit > 0 AND ev_ebit < 8 AND pvp_ratio > 0 AND pvp_ratio < 1.5 AND margem_liquida > 0.1 AND liquidez_corrente > 1 AND market_cap < 1000000000000 AND avg_daily_liquidity > 1e6","ev_ebit ASC",8
"rand_856","15.random",1006.71,19.10,38.63,0.870,67.3,69.1,55,"pl_ratio > 0 AND pl_ratio < 6 AND ev_ebit > 0 AND ev_ebit < 15 AND roe > 0.1 AND margem_bruta > 0.4 AND avg_daily_liquidity > 2e6","margem_liquida DESC",20
"rand_857","15.random",1126.93,20.00,37.41,0.946,67.3,61.8,55,"pl_ratio > 0 AND pl_ratio < 12 AND ev_ebit > 0 AND ev_ebit < 8 AND margem_liquida > 0.15 AND margem_bruta > 0.4 AND margem_ebit > 0.15 AND avg_daily_liquidity > 2e6","price_to_sales ASC",15
"rand_858","15.random",1369.76,21.58,40.55,0.985,65.5,67.3,55,"pl_ratio > 0 AND pl_ratio < 10 AND roe > 0.05 AND avg_daily_liquidity > 1e7","pvp_ratio ASC",30
"rand_859","15.random",3227.41,29.03,25.06,1.439,80.0,76.4,55,"pl_ratio > 0 AND pl_ratio < 2 AND ev_ebit > 0 AND ev_ebit < 3 AND roe > 0.1 AND avg_daily_liquidity > 1e6","roe DESC",10
"rand_860","15.random",2099.32,25.20,37.56,1.017,72.7,61.8,55,"pl_ratio > 0 AND pl_ratio < 10 AND ev_ebit > 0 AND ev_ebit < 10 AND pvp_ratio > 0 AND pvp_ratio < 2 AND margem_bruta > 0.4 AND avg_daily_liquidity > 2e6","price_to_sales ASC",8
"rand_861","15.random",727.37,16.61,36.21,0.837,69.1,52.7,55,"ev_ebit > 0 AND ev_ebit < 20 AND pvp_ratio > 0 AND pvp_ratio < 1.5 AND roe > 0.2 AND market_cap < 100000000000 AND avg_daily_liquidity > 1e7","margem_ebit DESC",15
"rand_862","15.random",2577.38,27.00,23.29,1.414,78.2,67.3,55,"pl_ratio > 0 AND pl_ratio < 4 AND ev_ebit > 0 AND ev_ebit < 2 AND roe > 0.1 AND market_cap >= 10000000000 AND avg_daily_liquidity > 1e6","margem_ebit DESC",15
"rand_863","15.random",1029.44,19.28,40.23,0.894,69.1,65.5,55,"pl_ratio > 0 AND pl_ratio < 15 AND ev_ebit > 0 AND ev_ebit < 15 AND pvp_ratio > 0 AND pvp_ratio < 2 AND price_to_sales > 0 AND price_to_sales < 1.5 AND margem_liquida > 0.05 AND margem_bruta > 0.2 AND avg_daily_liquidity > 5e6","pl_ratio ASC",25
"rand_864","15.random",1072.69,19.60,38.91,0.927,69.1,63.6,55,"pl_ratio > 0 AND pl_ratio < 4 AND roe > 0.25 AND margem_liquida > 0.15 AND avg_daily_liquidity > 1e7","roe DESC",12
"rand_865","15.random",1387.71,21.69,41.43,0.897,65.5,65.5,55,"pl_ratio > 0 AND pl_ratio < 12 AND price_to_sales > 0 AND price_to_sales < 0.75 AND avg_daily_liquidity > 5e6","pvp_ratio ASC",12
"rand_866","15.random",1831.56,24.02,27.74,1.125,70.9,69.1,55,"pl_ratio > 0 AND pl_ratio < 4 AND roe > 0.25 AND margem_bruta > 0.3 AND margem_ebit > 0.1 AND market_cap < 100000000000 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"rand_867","15.random",1694.66,23.36,44.34,0.991,76.4,67.3,55,"pl_ratio > 0 AND pl_ratio < 10 AND roe > 0.15 AND avg_daily_liquidity > 1e6","pvp_ratio ASC",8
"rand_868","15.random",3200.39,28.95,25.18,1.431,80.0,76.4,55,"pl_ratio > 0 AND pl_ratio < 3 AND ev_ebit > 0 AND ev_ebit < 5 AND pvp_ratio > 0 AND pvp_ratio < 1 AND roe > 0.1 AND avg_daily_liquidity > 5e6","margem_liquida DESC",15
"rand_869","15.random",5057.43,33.20,29.35,1.242,70.9,63.6,55,"pl_ratio > 0 AND pl_ratio < 2 AND avg_daily_liquidity > 1e6","price_to_sales ASC",20
"rand_870","15.random",1204.87,20.54,38.18,0.982,69.1,63.6,55,"pl_ratio > 0 AND pl_ratio < 6 AND pvp_ratio > 0 AND pvp_ratio < 1.5 AND roe > 0.1 AND avg_daily_liquidity > 1e7","roe DESC",20
"rand_871","15.random",2960.26,28.24,27.03,1.375,78.2,69.1,55,"pl_ratio > 0 AND pl_ratio < 15 AND ev_ebit > 0 AND ev_ebit < 4 AND margem_liquida > 0.15 AND avg_daily_liquidity > 5e6","ev_ebit ASC",20
"rand_872","15.random",1628.63,23.03,38.70,1.068,69.1,65.5,55,"ev_ebit > 0 AND ev_ebit < 6 AND roe > 0.15 AND avg_daily_liquidity > 1e7","price_to_sales ASC",8
"rand_873","15.random",691.48,16.23,41.95,0.792,67.3,56.4,55,"pl_ratio > 0 AND pl_ratio < 12 AND price_to_sales > 0 AND price_to_sales < 2 AND margem_bruta > 0.2 AND avg_daily_liquidity > 5e6","margem_ebit DESC",20
"rand_874","15.random",1764.13,23.70,31.62,1.186,69.1,69.1,55,"pl_ratio > 0 AND pl_ratio < 10 AND ev_ebit > 0 AND ev_ebit < 5 AND roe > 0.25 AND margem_liquida > 0.1 AND avg_daily_liquidity > 2e6","margem_liquida DESC",20
"rand_875","15.random",2443.21,26.53,25.81,1.407,78.2,70.9,55,"pl_ratio > 0 AND pl_ratio < 2 AND pvp_ratio > 0 AND pvp_ratio < 0.75 AND roe > 0.2 AND divida_liquida_ebit < 1 AND avg_daily_liquidity > 2e6","pvp_ratio ASC",12
"rand_876","15.random",1222.02,20.65,42.60,0.881,65.5,58.2,55,"pl_ratio > 0 AND pl_ratio < 10 AND pvp_ratio > 0 AND pvp_ratio < 2 AND market_cap >= 1000000000 AND market_cap < 10000000000 AND avg_daily_liquidity > 1e7","price_to_sales ASC",10
"rand_877","15.random",5485.70,33.98,21.40,1.406,74.5,74.5,55,"pl_ratio > 0 AND pl_ratio < 4 AND ev_ebit > 0 AND ev_ebit < 5 AND pvp_ratio > 0 AND pvp_ratio < 0.5 AND price_to_sales > 0 AND price_to_sales < 0.5 AND roe > 0.05 AND market_cap >= 5000000000 AND avg_daily_liquidity > 2e6","roe DESC",12
"rand_878","15.random",970.31,18.81,40.21,0.916,69.1,69.1,55,"pl_ratio > 0 AND pl_ratio < 10 AND roe > 0.1 AND margem_liquida > 0.15 AND market_cap < 100000000000 AND avg_daily_liquidity > 1e6","margem_ebit DESC",12
"rand_879","15.random",2059.75,25.04,37.44,1.167,80.0,69.1,55,"pl_ratio > 0 AND pl_ratio < 12 AND ev_ebit > 0 AND ev_ebit < 5 AND roe > 0.1 AND margem_liquida > 0.2 AND liquidez_corrente > 1.5 AND avg_daily_liquidity > 1e7","ev_ebit ASC",8
"rand_880","15.random",2957.05,28.23,39.18,1.132,67.3,69.1,55,"pl_ratio > 0 AND pl_ratio < 20 AND pvp_ratio > 0 AND pvp_ratio < 0.5 AND roe > 0.1 AND liquidez_corrente > 2 AND market_cap >= 1000000000 AND avg_daily_liquidity > 2e6","margem_liquida DESC",8
"rand_881","15.random",2945.20,28.20,25.18,1.466,80.0,70.9,55,"pl_ratio > 0 AND pl_ratio < 2 AND ev_ebit > 0 AND ev_ebit < 4 AND roe > 0.1 AND margem_bruta > 0.3 AND divida_liquida_ebit < 3 AND avg_daily_liquidity > 1e7","ev_ebit ASC",15
"rand_882","15.random",3119.21,28.72,21.72,1.409,80.0,65.5,55,"ev_ebit > 0 AND ev_ebit < 3 AND divida_liquida_ebit < 3 AND market_cap >= 500000000 AND avg_daily_liquidity > 1e7","pl_ratio ASC",12
"rand_883","15.random",722.34,16.56,35.61,0.819,67.3,72.7,55,"pl_ratio > 0 AND pl_ratio < 10 AND ev_ebit > 0 AND ev_ebit < 15 AND roe > 0.1 AND margem_bruta > 0.4 AND avg_daily_liquidity > 1e6","margem_liquida DESC",25
"rand_884","15.random",975.78,18.86,38.56,0.896,70.9,63.6,55,"pl_ratio > 0 AND pl_ratio < 12 AND ev_ebit > 0 AND ev_ebit < 15 AND margem_liquida > 0.1 AND liquidez_corrente > 2 AND avg_daily_liquidity > 1e7","pl_ratio ASC",30
"rand_885","15.random",2618.43,27.14,31.82,1.333,80.0,70.9,55,"ev_ebit > 0 AND ev_ebit < 3 AND price_to_sales > 0 AND price_to_sales < 0.5 AND divida_liquida_ebit < 1 AND liquidez_corrente > 1.5 AND avg_daily_liquidity > 1e7","roe DESC",8
"rand_886","15.random",698.12,16.30,41.06,0.760,65.5,67.3,55,"pl_ratio > 0 AND pl_ratio < 20 AND pvp_ratio > 0 AND pvp_ratio < 1.5 AND margem_bruta > 0.3 AND avg_daily_liquidity > 1e6","roe DESC",30
"rand_887","15.random",1856.81,24.14,37.46,1.089,67.3,74.5,55,"pl_ratio > 0 AND pl_ratio < 4 AND ev_ebit > 0 AND ev_ebit < 10 AND margem_liquida > 0.15 AND avg_daily_liquidity > 5e6","margem_liquida DESC",10
"rand_888","15.random",3667.91,30.20,28.35,1.494,76.4,72.7,55,"ev_ebit > 0 AND ev_ebit < 3 AND pvp_ratio > 0 AND pvp_ratio < 1 AND margem_liquida > 0.1 AND market_cap >= 500000000 AND market_cap < 1000000000000 AND avg_daily_liquidity > 1e6","pl_ratio ASC",10
"rand_889","15.random",2095.50,25.18,23.29,1.309,70.9,69.1,55,"pl_ratio > 0 AND pl_ratio < 5 AND ev_ebit > 0 AND ev_ebit < 4 AND liquidez_corrente > 1 AND market_cap >= 10000000000 AND market_cap < 10000000000 AND avg_daily_liquidity > 2e6","roe DESC",12
"rand_890","15.random",3033.49,28.46,22.61,1.277,72.7,63.6,55,"pl_ratio > 0 AND pl_ratio < 20 AND ev_ebit > 0 AND ev_ebit < 2 AND margem_ebit > 0.15 AND market_cap >= 10000000000 AND avg_daily_liquidity > 2e6","pl_ratio ASC",8
"rand_891","15.random",397.57,12.38,38.29,0.625,65.5,50.9,55,"roe > 0.25 AND margem_bruta > 0.3 AND margem_ebit > 0.15 AND market_cap >= 1000000000 AND avg_daily_liquidity > 1e7","price_to_sales ASC",8
"rand_892","15.random",2919.63,28.12,23.51,1.474,80.0,67.3,55,"pl_ratio > 0 AND pl_ratio < 6 AND ev_ebit > 0 AND ev_ebit < 3 AND avg_daily_liquidity > 5e6","ev_ebit ASC",15
"rand_893","15.random",3868.17,30.69,21.64,1.462,81.8,65.5,55,"pl_ratio > 0 AND pl_ratio < 12 AND ev_ebit > 0 AND ev_ebit < 4 AND price_to_sales > 0 AND price_to_sales < 1 AND roe > 0.25 AND avg_daily_liquidity > 2e6","pl_ratio ASC",8
"rand_894","15.random",2993.83,28.35,23.29,1.477,78.2,65.5,55,"pl_ratio > 0 AND pl_ratio < 12 AND ev_ebit > 0 AND ev_ebit < 2 AND roe > 0.1 AND avg_daily_liquidity > 1e6","pvp_ratio ASC",30
"rand_895","15.random",2442.80,26.53,34.14,1.254,78.2,65.5,55,"pl_ratio > 0 AND pl_ratio < 4 AND divida_liquida_ebit < 5 AND avg_daily_liquidity > 2e6","roe DESC",8
"rand_896","15.random",6302.51,35.32,26.85,1.438,69.1,63.6,55,"ev_ebit > 0 AND ev_ebit < 2 AND pvp_ratio > 0 AND pvp_ratio < 0.75 AND roe > 0.15 AND liquidez_corrente > 2 AND market_cap >= 500000000 AND avg_daily_liquidity > 1e7","pvp_ratio ASC",5
"rand_897","15.random",2328.76,26.11,28.35,1.279,72.7,67.3,55,"pl_ratio > 0 AND pl_ratio < 4 AND ev_ebit > 0 AND ev_ebit < 2 AND roe > 0.1 AND margem_liquida > 0.2 AND margem_bruta > 0.4 AND liquidez_corrente > 2 AND avg_daily_liquidity > 1e7","pl_ratio ASC",10
